Guid,Title,Genres,Keywords,Director,Actors
tt0113690,Lord of Illusions,Horror | Mystery | Thriller,neo noir | private detective | magician | illusionist | warped vision,Clive Barker,Scott Bakula | Kevin J. O'Connor | J. Trevor Edmond | Daniel von Bargen
tt0107447,Love & Human Remains,Comedy | Drama,lesbian | dominatrix | gay | sex | lesbianism,Denys Arcand,Thomas Gibson | Ruth Marshall | Cameron Bancroft | Mia Kirshner
tt0113729,Mad Love,Comedy | Drama | Romance,hitchhiking | brief female frontal nudity | attempted suicide | voyeur | love,Antonia Bird,Chris O'Donnell | Drew Barrymore | Matthew Lillard | Richard Chaim
tt0113749,Mallrats,Comedy | Romance,mall | jay and silent bob | mini dress | blonde | white panties,Kevin Smith,Shannen Doherty | Jeremy London | Jason Lee | Claire Forlani
tt0113820,Mighty Morphin Power Rangers: The Movie,Action | Adventure | Family | Sci-Fi | Thriller,costume | fake mustache | warrioress | prehistory | sharpening a knife,Bryan Spicer,Karan Ashley | Johnny Yong Bosch | Steve Cardenas | Jason David Frank
tt0110604,Mute Witness,Crime | Thriller,mute | chase | russian mafia | cult film | snuff movie,Anthony Waller,Marina Zudina | Fay Ripley | Evan Richards | Oleg Yankovskiy
tt0110620,Nadja,Drama | Horror,vampire | female vampire | boxing practice | morgue | uncle nephew relationship,Michael Almereyda,Elina Löwensohn | Peter Fonda | Nic Ratner | Karl Geary
tt0113957,The Net,Action | Crime | Drama | Mystery | Thriller,computer | identity | identity theft | computer hacker | chat room,Irwin Winkler,Sandra Bullock | Jeremy Northam | Dennis Miller | Diane Baker
tt0113986,Nine Months,Comedy | Romance,time for title | bad dream | close up of eyes | close up of lips | close up of mouth,Chris Columbus,Hugh Grant | Julianne Moore | Tom Arnold | Joan Cusack
tt0114095,Party Girl,Comedy,title directed by female | triple f rated | library | party | librarian,Daisy von Scherler Mayer,Parker Posey | Omar Townsend | Anthony DeSando | Guillermo Díaz
tt0114194,The Prophecy,Action | Crime | Drama | Fantasy | Horror | Mystery | Thriller,profanity | porn magazine | pizza | black comedy | gross out,Gregory Widen,Christopher Walken | Elias Koteas | Virginia Madsen | Eric Stoltz
tt0114241,Reckless,Comedy | Drama | Fantasy,christmas | female protagonist | fictional game show | trauma | therapist,Norman René,Mia Farrow | Tony Goldwyn | Juana Barrios | Mike Heibeck
tt0114323,Safe,Drama,psychiatrist | housewife | allergy | female protagonist | chronic illness,Todd Haynes,Julianne Moore | Xander Berkeley | Dean Norris | Julie Burgess
tt0114345,The Scarlet Letter,Drama | Romance,17th century | adultery | letter | swimming | new england,Roland Joffé,Demi Moore | Gary Oldman | Robert Duvall | Lisa Andoh
tt0114436,Showgirls,Drama,stripper | lap dancing | female nudity | striptease | showgirl,Paul Verhoeven,Elizabeth Berkley | Kyle MacLachlan | Gina Gershon | Glenn Plummer
tt0114478,Smoke,Comedy | Drama,smoke | cigarette smoking | death of wife | year 1990 | summer,Wayne Wang,Harvey Keitel | William Hurt | Giancarlo Esposito | José Zúñiga
tt0114496,Something to Talk About,Comedy | Drama | Romance,adulterous husband | female protagonist | reconciliation | scandal | horse breeder,Lasse Hallström,Julia Roberts | Dennis Quaid | Robert Duvall | Gena Rowlands
tt0114508,Species,Action | Horror | Sci-Fi | Thriller,interspecies sex | sex with an alien woman | seduction | sexual desire | sexual attraction,Roger Donaldson,Natasha Henstridge | Michael Madsen | Ben Kingsley | Alfred Molina
tt0114558,Strange Days,Action | Crime | Drama | Sci-Fi | Thriller,cyberpunk | virtual reality | murder | rape | year 1999,Kathryn Bigelow,Ralph Fiennes | Angela Bassett | Juliette Lewis | Tom Sizemore
tt0058450,Les parapluies de Cherbourg,Drama | Musical | Romance,separation | love | shop | military service | auto mechanic,Jacques Demy,Catherine Deneuve | Nino Castelnuovo | Anne Vernon | Marc Michel
tt0114666,The Tie That Binds,Crime | Drama | Thriller,man tied up | bound and gagged | woman tied up | held hostage | hanging,Wesley Strick,Daryl Hannah | Keith Carradine | Moira Kelly | Vincent Spano
tt0114663,Three Wishes,Drama | Fantasy,son | drifter | dog | baseball | flying boy,Martha Coolidge,Patrick Swayze | Mary Elizabeth Mastrantonio | Joseph Mazzello | Seth Mumy
tt0114702,Total Eclipse,Biography | Drama | Romance,poet | 1870s | pregnant wife | absinthe | gay,Agnieszka Holland,Leonardo DiCaprio | David Thewlis | Romane Bohringer | Dominique Blanc
tt0114682,"To Wong Foo Thanks for Everything, Julie Newmar",Comedy | Drama,drag queen | on the road | new york city | domestic violence | title directed by female,Beeban Kidron,Wesley Snipes | Patrick Swayze | John Leguizamo | Stockard Channing
tt0114781,Under Siege 2: Dark Territory,Action | Thriller,repeat sequel | time bomb | good versus evil | man kills a woman | global positioning satellite,Geoff Murphy,Steven Seagal | Eric Bogosian | Everett McGill | Katherine Heigl
tt0114798,Unstrung Heroes,Comedy | Drama,uncle nephew relationship | terminal illness | based on memoir | eccentricity | hotel,Diane Keaton,Andie MacDowell | John Turturro | Michael Richards | Maury Chaykin
tt0114805,Unzipped,Documentary,fashion | one word title | fashion runway | modeling | high heels,Douglas Keeve,Isaac Mizrahi | Roseanne Barr | Sandra Bernhard | Robert Best
tt0114887,A Walk in the Clouds,Drama | Romance,falling in love | 1940s | post world war ii | aftermath of world war ii | war aftermath,Alfonso Arau,Keanu Reeves | Aitana Sánchez-Gijón | Anthony Quinn | Giancarlo Giannini
tt0114898,Waterworld,Action | Adventure | Sci-Fi,nonconsensual haircut | post apocalypse | swimming | global warming | tomato,Kevin Reynolds,Kevin Costner | Jeanne Tripplehorn | Dennis Hopper | Tina Majorino
tt0114928,White Man's Burden,Drama | Thriller,black bourgeois | alternate reality | alternate history | dystopia | title based on poem,Desmond Nakano,John Travolta | Harry Belafonte | Kelly Lynch | Margaret Avery
tt0109340,The Browning Version,Drama,army | central intelligence agency | cricket the sport | firework | latin language,Mike Figgis,Albert Finney | Greta Scacchi | Matthew Modine | Julian Sands
tt0111579,Utomlennye solntsem,Drama | History | War,stalinism | year 1936 | soviet citizen | nkvd | uniform,Nikita Mikhalkov,Nikita Mikhalkov | Ingeborga Dapkunaite | Oleg Menshikov | Nadezhda Mikhalkova
tt0110882,Pred dozhdot,Drama | War,endless loop | brother brother incest | violence | monk | albanian,Milcho Manchevski,Katrin Cartlidge | Rade Serbedzija | Grégoire Colin | Josif Josifovski
tt0112471,Before Sunrise,Drama | Romance,conversations | train | french | tourist | one night,Richard Linklater,Ethan Hawke | Julie Delpy | Andrea Eckert | Hanno Pöschl
tt0112508,Billy Madison,Comedy,school teacher | hero | heroine | evil man | villain,Tamra Davis,Adam Sandler | Darren McGavin | Bridgette Wilson-Sampras | Bradley Whitford
tt0112438,The Babysitter,Drama | Thriller,seductive | babysitter | teenage girl | alcohol | obsession,Guy Ferland,Alicia Silverstone | Jeremy London | J.T. Walsh | Lee Garlington
tt0112571,Boys on the Side,Comedy | Drama,lesbian | female protagonist | terminal illness | domestic violence | abusive boyfriend,Herbert Ross,Whoopi Goldberg | Mary-Louise Parker | Drew Barrymore | Matthew McConaughey
tt0112757,The Cure,Drama,tickling | bare chested male | bare chested boy | bare chested teenage boy | barefoot male,Peter Horton,Joseph Mazzello | Brad Renfro | Aeryk Egan | Delphine French
tt0112643,Castle Freak,Drama | Horror | Mystery | Thriller,castle | monster | blind girl | sex scene | disfigurement,Stuart Gordon,Jeffrey Combs | Barbara Crampton | Jonathan Fuller | Jessica Dollarhide
tt0112679,Circle of Friends,Drama | Romance,student | pregnancy | 1950s | ireland | catholic,Pat O'Connor,Chris O'Donnell | Minnie Driver | Geraldine O'Rawe | Saffron Burrows
tt0109445,Clerks,Comedy,friendship | low budget film | friend | convenience store | stupidity,Kevin Smith,Brian O'Halloran | Jeff Anderson | Marilyn Ghigliotti | Lisa Spoonauer
tt0112883,Don Juan DeMarco,Comedy | Drama | Romance,psychiatrist | sex scene | attempted suicide | character name as title | don juan,Jeremy Leven,Johnny Depp | Marlon Brando | Faye Dunaway | Géraldine Pailhas
tt0109635,Disclosure,Drama | Thriller,casting couch | sexual harassment | seduction | fellatio | sexual predator,Barry Levinson,Michael Douglas | Demi Moore | Donald Sutherland | Caroline Goodall
tt0109676,Drop Zone,Action | Adventure | Thriller,terrorist | parachute | skydiving | death of brother | detective,John Badham,Wesley Snipes | Gary Busey | Yancy Butler | Michael Jeter
tt0112854,Destiny Turns on the Radio,Crime | Comedy | Fantasy,heist | desert | supernatural power | las vegas nevada | weird pregnancy,Jack Baran,Dylan McDermott | Nancy Travis | Quentin Tarantino | James Le Gros
tt0109579,Death and the Maiden,Drama | Mystery | Thriller,suspense | minimal cast | single set production | dictatorship | lawyer,Roman Polanski,Sigourney Weaver | Ben Kingsley | Stuart Wilson | Krystia Mova
tt0109642,Dolores Claiborne,Crime | Drama | Mystery | Thriller,f rated | watching tv | woman wears eyeglasses | character name as title | abuse,Taylor Hackford,Kathy Bates | Jennifer Jason Leigh | Christopher Plummer | Judy Parfitt
tt0111797,Yin shi nan nu,Comedy | Drama | Romance,chef | chinese food | cooking | father daughter relationship | daughter,Ang Lee,Sihung Lung | Kuei-Mei Yang | Yu-Wen Wang | Chien-Lien Wu
tt0109759,Exotica,Drama,cult film | public nudity | protective male | haunted by the past | grief,Atom Egoyan,Bruce Greenwood | Elias Koteas | Don McKellar | Mia Kirshner
tt0109758,Exit to Eden,Comedy | Crime | Romance | Thriller,bondage | bdsm | spanking | los angeles police department | sex scene,Garry Marshall,Dana Delany | Dan Aykroyd | Rosie O'Donnell | Paul Mercurio
tt0109707,Ed Wood,Biography | Comedy | Drama,misfit | director | friend | film director | hollywood,Tim Burton,Johnny Depp | Martin Landau | Sarah Jessica Parker | Patricia Arquette
tt0113117,French Kiss,Comedy | Drama | Romance,breakup | plant cutting | frenchman | blonde | infidelity,Lawrence Kasdan,Meg Ryan | Kevin Kline | Timothy Hutton | Jean Reno
tt0113097,Forget Paris,Comedy | Romance,love | basketball | city name in title | american abroad | directed by star,Billy Crystal,Billy Crystal | Debra Winger | Joe Mantegna | Cynthia Stevenson
tt0113028,Far from Home: The Adventures of Yellow Dog,Adventure | Family,labrador retriever | dog | survival | stray dog | rescue,Phillip Borsos,Jesse Bradford | Mimi Rogers | Bruce Davison | Tom Bower
tt0113198,A Goofy Movie,Animation | Adventure | Comedy | Family | Musical | Romance,father son relationship | older actors younger roles | travel | singing in a vehicle | concert,Kevin Lima,Bill Farmer | Jason Marsden | Jim Cummings | Kellie Martin
tt0113303,Hideaway,Fantasy | Horror | Thriller,car accident | serial killer | psychopath | suicide | psychic link,Brett Leonard,Jeff Goldblum | Christine Lahti | Alicia Silverstone | Jeremy Sisto
tt0113089,Fluke,Drama | Family | Fantasy,cartoon on tv | close up of eye | united states | usa | dog,Carlo Carlei,Matthew Modine | Nancy Travis | Samuel L. Jackson | Eric Stoltz
tt0109771,Farinelli,Biography | Drama | Music,bare chested male | male protagonist | secret | brother castrates brother | italy,Gérard Corbiau,Stefano Dionisi | Enrico Lo Verso | Elsa Zylberstein | Caroline Cellier
tt0113199,Gordy,Comedy | Drama | Family | Fantasy,falling into a swimming pool | boy | girl | farm | businessman,Mark Lewis,Kristy Young | Doug Stone | James Donadio | Deborah Hobart
tt0113234,Gumby 1,Animation | Adventure | Comedy | Family | Fantasy | Music | Sci-Fi | Western,cult film | dog | 1950s | claymation | based on cult favorite,Art Clokey,Dal McKennon | Art Clokey | Gloria Clokey | Manny La Carruba
tt0109906,The Glass Shield,Crime | Drama,police corruption | rookie | sheriff | murder | police,Charles Burnett,Michael Boatman | Lori Petty | Erich Anderson | Richard Anderson
tt0110057,Hoop Dreams,Documentary | Drama | Sport,basketball | athlete | national film registry | high school | college,Steve James,William Gates | Arthur Agee | Emma Gates | Curtis Gates
tt0110005,Heavenly Creatures,Biography | Crime | Drama | Thriller,fantasy life | orgy | sex with a minor | teenage crush | scantily clad female,Peter Jackson,Melanie Lynskey | Kate Winslet | Sarah Peirse | Diana Kent
tt0110066,Houseguest,Comedy,cartoon on tv | suburb | debt | houseguest | loan shark,Randall Miller,Sinbad | Phil Hartman | Kim Greist | Kim Murphy
tt0110116,Immortal Beloved,Biography | Drama | Music | Romance,based on real person | man | ludwig van beethoven | death | love letter,Bernard Rose,Gary Oldman | Jeroen Krabbé | Isabella Rossellini | Johanna ter Steege
tt0110006,Heavyweights,Comedy | Drama | Family | Sport,fat camp | summer camp | mother son relationship | father son relationship | videotape,Steven Brill,Tom McGowan | Aaron Schwartz | Ben Stiller | David Goldman
tt0113360,The Hunted,Action | Drama | Thriller,ninja | samurai | assassin | bullet train | ninja clan,J.F. Lawton,Christopher Lambert | John Lone | Joan Chen | Yoshio Harada
tt0110099,I.Q.,Comedy | Romance,genius | mechanic | laboratory animal | man wears eyeglasses | love at first sight,Fred Schepisi,Tim Robbins | Meg Ryan | Walter Matthau | Lou Jacobi
tt0110148,Interview with the Vampire: The Vampire Chronicles,Drama | Horror,vampire | gothic | betrayal | immortality | night,Neil Jordan,Brad Pitt | Tom Cruise | Antonio Banderas | Kirsten Dunst
tt0113463,Jefferson in Paris,Biography | Drama | History | Romance,lafayette character | thomas jefferson character | period drama | friendship | ambassador,James Ivory,Nick Nolte | Greta Scacchi | Gwyneth Paltrow | Estelle Eonnet
tt0110189,The Jerky Boys,Comedy | Crime,gay slur | telephone | police | mafia | adolescent humor,James Melkonian,John G. Brennan | Kamal Ahmed | Alan Arkin | William Hickey
tt0110216,Junior,Comedy | Romance | Sci-Fi,nightmare | man wears eyeglasses | scientist | baby | pregnancy,Ivan Reitman,Arnold Schwarzenegger | Danny DeVito | Emma Thompson | Frank Langella
tt0113501,Just Cause,Action | Crime | Drama | Mystery | Thriller,child gagged | murder | florida | prison interview | african american,Arne Glimcher,Sean Connery | Laurence Fishburne | Kate Capshaw | Blair Underwood
tt0113538,A Kid in King Arthur's Court,Adventure | Comedy | Family | Fantasy | Romance,sword and sandal | sword and sorcery | kicked in the groin | comic violence | laser,Michael Gottlieb,Thomas Ian Nicholas | Joss Ackland | Art Malik | Paloma Baeza
tt0113552,Kiss of Death,Action | Crime | Thriller,neo noir | detective | arrest | death of wife | widower,Barbet Schroeder,David Caruso | Samuel L. Jackson | Nicolas Cage | Helen Hunt
tt0076759,Star Wars,Action | Adventure | Fantasy | Sci-Fi,rebellion | galactic war | space opera | princess | droid,George Lucas,Mark Hamill | Harrison Ford | Carrie Fisher | Alec Guinness
tt0110367,Little Women,Drama | Family | Romance,american civil war | f rated | female protagonist | reference to william shakespeare | husband wife relationship,Gillian Armstrong,Susan Sarandon | Winona Ryder | Kirsten Dunst | Claire Danes
tt0113670,A Little Princess,Drama | Family | Fantasy,india | father daughter relationship | orphan | based on novel | abuse,Alfonso Cuarón,Liesel Matthews | Eleanor Bron | Liam Cunningham | Rusty Schwimmer
tt0110296,Ladybird Ladybird,Drama,children | social service | violence | unfit mother | love,Ken Loach,Crissy Rock | Vladimir Vega | Sandie Lavelle | Mauricio Venegas
